5835,0
3286,0
3516,0
3634,0
4094,0
4209,0
4324,0
4438,0
4554,0
4669,0
4784,0
4899,0
5014,0
5244,0
5358,0
5474,0
5589,0
5704,0
5818,0
5933,0
6049,0
6164,0
6393,0
6508,0
6623,0
6738,0
3379,0
3494,0
3610,0
3725,0
3840,0
3955,0
4070,0
4185,0
4300,0
4415,0
4530,0
4645,0
4760,0
4875,0
4990,0
5105,0
5220,0
5335,0
5450,0
5565,0
5679,0
5796,0
5911,0
6026,0
6141,0
6256,0
6371,0
6486,0
6601,0
6716,0
6831,0
6946,0
7061,0
7176,0
7291,0
7406,0
7521,0
7636,0
7751,0
7866,0
7981,0
8096,0
8211,0
8326,0
8431,0
8536,0
8641,0
8746,0
8858,0.08
8971,0.1
9083,0.12
9196,0.14
9308,0.15
9421,0.16
9533,0.16
9647,0.17
9759,0.17
9872,0.18
9984,0.18
10097,0.19
10209,0.19
10322,0.19
10434,0.17
10547,0.15
10659,0.13
10771,0.11
10882,0.08
10994,0.05
11107,0.03
11219,0.01
11332,0.01
11444,0
11557,0
11669,0
11783,0
11897,0
12008,0
12118,0
12232,0
12346,0
12459,0
12573,0
12688,0
12802,0
12916,0
13031,0
13145,0
13260,0
13375,0
13491,0
13606,0
13719,0
13831,0
13946,0
14061,0
14177,0
14292,0
14406,0
14521,0
14636,0
14751,0
14866,0
14981,0
15096,0
15211,0
15326,0
15441,0
15556,0
15673,0
15789,0
15904,0
16019,0
16134,0
16249,0
16364,0
16479,0
16594,0
16709,0
16824,0
16939,0
17054,0
17166,0
17278,0
17390,0
17503,0
17615,0
17728,0
17840,0
17953,0
